Beat 1, Beat 2, Correlation
0313, 0613, -0.23207967733783552
0531, 1813, -0.23205982815623255
1024, 0114, -0.2320593561283491
1532, 1233, -0.23205547279381888
2524, 1921, -0.2320236870034276
0412, 0235, -0.23202097499958343
0835, 0411, -0.23200446368615668
1922, 1833, -0.23199792778587378
1031, 0713, -0.23198409922493374
0723, 2024, -0.2319814027730001
0714, 0512, -0.2319678580838672
2535, 0811, -0.23196291057698148
0214, 2024, -0.23196188135334275
0815, 0431, -0.2319401347805265
0411, 1933, -0.23192137044977051
0111, 0833, -0.2319035434040346
0911, 0925, -0.23190226773050895
0331, 0124, -0.2318995799032118
1132, 0133, -0.2318888891619778
1522, 0431, -0.23188362990091174
0314, 1733, -0.23185231120297664
1033, 0631, -0.23183911387235234
1733, 0611, -0.23181865095144258
0524, 1612, -0.23179571608331648
1135, 1933, -0.23178584086902276
0634, 2413, -0.23178328594007763
0332, 0613, -0.23177935809276248
1733, 0222, -0.23176656878201865
0932, 1414, -0.23175875686586486
0412, 0935, -0.23175855513362803
0715, 1915, -0.23175525679532488
0712, 1122, -0.23175208477495954
1121, 0735, -0.2317427301684245
2514, 0323, -0.23173479451610823
1924, 0124, -0.23171231048199567
2514, 2234, -0.23168577186622571
1932, 1421, -0.2316848523222911
0213, 2533, -0.2316828310382461
1231, 0523, -0.23168228564580845
1832, 0512, -0.23167522669751475
1434, 1921, -0.2316677987251415
1812, 1111, -0.23165089616170714
0412, 0332, -0.23163657340196164
1922, 0631, -0.23163607174928671
2533, 0334, -0.23161498639884479
1934, 0622, -0.23160912900468142
2423, 0823, -0.23160900001852658
0624, 0713, -0.23160774192661596
1811, 2023, -0.23160720897480885
1414, 1921, 0.23160671442867178
2024, 1631, -0.23160449711725287
0421, 1524, -0.23157972372592223
0412, 1111, -0.231578815196585
0935, 1935, -0.23157611400759223
1512, 1915, -0.2315759060573821
2514, 0235, -0.2315731541106765
1624, 0421, -0.23156570321684367
2533, 1935, -0.23149858179438837
0121, 1655, -0.2314944583989622
0715, 0213, -0.23148865127819362
0833, 1933, -0.23148764268221247
1911, 0533, -0.23148134504729276
2011, 1511, -0.23148019676710185
0621, 2521, -0.23148014684997054
2031, 1112, -0.23146830135850252
0614, 0235, -0.23144024722873133
0813, 1834, -0.23141534194429397
0612, 0114, -0.2313976116926183
2023, 1713, -0.23137885695470473
0915, 0532, -0.23137796510389308
0612, 1115, -0.23137632801554353
1823, 0131, -0.23136109352849277
0725, 0123, -0.23135724964723595
2013, 0634, -0.23135068294624617
1512, 0213, -0.23135001401176444
0634, 0333, -0.23134693920195
0914, 1214, -0.23133690131453596
0922, 0322, -0.23133347840672464
2523, 1214, -0.2313300791529929
0834, 1133, -0.23131664004191022
1023, 2222, -0.23131375407661112
0524, 0511, -0.2313080458180793
0911, 1113, -0.23129464463916916
0723, 0532, -0.2312926235287474
1231, 2525, -0.23124009079656713
1221, 0913, -0.23121878132638174
1135, 1935, -0.23121700700269024
1933, 1634, -0.23120561849432827
0414, 1014, -0.2311991939100665
0524, 1913, -0.23116519713948258
1651, 0324, -0.2311600557559775
0623, 1611, -0.23115265309595495
1034, 0711, -0.2311492977911741
0321, 0731, -0.23112519657369385
2211, 1531, -0.2311131723106807
0734, 0713, -0.23111226035131727
1022, 0334, -0.23111152937373583
1135, 0532, -0.2311085368097869
1411, 0725, -0.23109351298668954
1135, 1024, -0.23107030541849818
0123, 0512, -0.23105663884335642
0113, 2234, -0.2310531485252882
1723, 1814, -0.23105306861168443
0723, 1624, -0.23104410977127243
1215, 1722, -0.2310300507989173
0413, 1131, -0.2310136236098211
0725, 1021, -0.23101158456081775
0511, 0532, -0.23100803852426258
1432, 1915, -0.23099494789904165
0833, 2514, -0.23098934413743316
0413, 0312, -0.2309865988904297
1522, 0935, -0.2309795811236143
1612, 2233, -0.23095832180296802
2411, 0814, -0.23095767491926542
0921, 0824, -0.23094663386484995
0715, 0533, -0.2309458592603442
1922, 0622, -0.23093693091235343
2222, 1224, -0.23093306948839928
2514, 2534, -0.23093148192623078
1733, 2222, -0.23092551126510125
0723, 0421, -0.23088328091938212
1911, 2513, -0.23085184597101885
1421, 1214, -0.2308400236464895
0321, 2513, -0.23083391855695318
1131, 0812, -0.2308264035651154
0623, 0524, -0.2308185860246421
1432, 1654, -0.23078782612335208
1915, 1614, -0.23077880519681482
1424, 2512, -0.23077826046340122
2031, 1914, -0.23075217469608034
2521, 0114, -0.2307504770776622
1814, 0434, -0.23071527760688484
0811, 1921, -0.23066045080686176
2211, 0235, -0.23065056361228176
1034, 0311, -0.23064818948126065
0313, 1113, -0.23063554579910991
0611, 2523, -0.23063104866593032
0932, 2532, -0.2306241688128412
0831, 0935, -0.23061662353570556
1723, 0934, -0.23061609708797187
2424, 1711, -0.23061584394532345
0712, 0533, -0.2306094718148016
0414, 2533, -0.2305935171218106
0815, 0613, -0.23059217905099902
1924, 1933, -0.23058994929404217
1531, 1611, -0.23058964163772638
1622, 0835, -0.2305883225624728
0915, 0215, -0.2305855226917967
1832, 1631, 0.23058522303015136
1934, 1932, -0.23057814633689802
0924, 1823, -0.2305772450883586
0523, 1224, -0.23057481415431766
1123, 0614, -0.23056686505347368
0722, 1433, -0.23055532880462923
2521, 1133, -0.2305310574396929
0612, 2431, -0.23052271952603953
0232, 0512, -0.23050331309439212
0811, 1833, -0.23048951376046561
1723, 0511, -0.2304629502708813
0815, 1724, -0.23041787272016445
0215, 0431, -0.2304154783094366
2532, 1724, -0.23040017723763084
0832, 1915, -0.23030780092608075
1531, 1733, -0.2303051738868367
0714, 2412, -0.2302954220127179
2524, 2433, -0.23021884442667517
1651, 0123, -0.230185306338759
2011, 1125, -0.23017429162684858
2024, 0222, -0.23016172157269466
0121, 1712, -0.23013594083733635
0531, 0811, -0.2301135450293369
0324, 1422, -0.23010792411626332
0313, 1024, -0.230072375984194
0511, 0112, -0.23006618933167572
2221, 0334, -0.23004585509270536
0523, 0113, -0.230008792682802
0523, 0512, -0.23000524919805793
1911, 1533, -0.23000461708307063
0132, 2433, -0.22996635978467628
2521, 0814, -0.22995505805651406
1924, 0821, -0.22995458180319533
2411, 1833, -0.2299242462702645
0332, 2222, -0.2299059447972177
2211, 0124, -0.2298945828563636
0932, 1115, -0.22987347584666806
0132, 1124, -0.22985856950659397
2422, 2012, -0.2298531862536877
0313, 1824, -0.229846917862625
0924, 1213, -0.22981782012509314
1033, 0131, -0.2297910083594973
0111, 0131, -0.22978587969383674
1223, 1031, -0.22976755960047315
0831, 1123, -0.22976684131722666
0931, 0323, -0.2297646288084905
0734, 0224, -0.22976458850639767
1424, 2521, -0.22975756245957113
0712, 1934, -0.22973546357835017
1121, 1412, -0.22973136032099772
0726, 2424, -0.22972565625857347
1114, 2022, -0.22972453974543627
1925, 2523, -0.2297113916413824
1931, 1214, -0.22971019563442444
1212, 0222, -0.229706599328183
1231, 0622, -0.2297015480170815
1533, 0631, -0.2296834062703128
1414, 2413, -0.22967840282555718
2535, 0723, -0.22965085697192758
0614, 2212, -0.22964301265196393
0321, 1733, -0.22963438380322684
1912, 2424, -0.22961754670787954
0423, 0715, -0.22959706022390958
1215, 2412, -0.2295851276363876
0423, 1724, -0.22956059173898413
0813, 0324, -0.22955056092356196
2422, 0112, -0.2295471064474435
1653, 0624, -0.22954567793327288
2221, 2233, -0.22954429132304627
1732, 2212, -0.22951370203339352
2532, 0434, -0.22951204753146284
0631, 1214, -0.2295088558678051
0723, 1024, -0.22949133413492043
2024, 1412, -0.22943427666536326
0231, 1724, -0.22943050934414583
1032, 1612, -0.22942426693647544
0911, 0614, -0.22942394509453862
1832, 1723, -0.2293952935470061
0234, 1925, -0.2293928937268848
1032, 1731, -0.22938270231678706
2031, 2522, -0.2293795043602208
0133, 1913, -0.22937429446290736
0434, 1422, -0.22934650794621758
0121, 1232, -0.22933230490768683
2533, 2033, -0.22928559255534758
2431, 2521, -0.22928243020338895
0724, 1621, -0.22925703345431966
0422, 2412, -0.22925559975407758
0621, 0633, -0.2292174698367546
1032, 2222, -0.22920905885118076
0831, 0512, -0.22919119115201605
1923, 0235, -0.22918322054984827
0714, 0731, -0.2291805166814277
0834, 2223, -0.22917500807598729
1432, 2032, -0.22916194317431038
2221, 0511, -0.2291564599946103
0835, 1012, -0.22915407714476013
0726, 0832, -0.2291258155540607
0234, 1524, -0.22912474783352949
0132, 0726, -0.2290834061963045
1833, 1421, -0.22906365294544434
2533, 1233, -0.22903934388508015
1925, 0822, -0.22903407930910336
0613, 0731, -0.22903172729967636
1632, 0814, -0.229029648119612
0831, 1212, -0.22901938191536017
1634, 1225, -0.22901648418406137
0714, 1624, -0.22900908245527052
0825, 2222, -0.2290073234678592
2514, 1532, -0.2290010319992985
0813, 0333, -0.22897807034212017
1934, 0821, -0.2289666500946585
2432, 0925, -0.22896535440815433
0231, 1011, -0.2289552359085618
1722, 1424, -0.22894529922613788
1432, 0213, -0.22893609897708625
1135, 0814, -0.22892789054038648
1633, 0634, -0.22889429439165043
0513, 1935, -0.2288879522170552
1932, 0523, -0.22888678244230087
0213, 0733, -0.2288792738392898
0523, 1914, -0.22887204401180894
1623, 2522, -0.22885615094312778
1925, 0424, -0.22885576206958969
0421, 1711, -0.2287652335748407
0931, 2513, -0.2287643715732588
0614, 1125, -0.2287621227543648
0212, 0913, -0.22874168186605717
0624, 0522, -0.22873466168526685
0224, 2033, -0.22869785985615101
0835, 2523, -0.22866154534233127
1512, 1723, -0.2286280237536775
0124, 0814, -0.22860154603205887
0531, 2511, -0.22855831416915418
0815, 0734, -0.22855211671078726
1633, 1731, -0.2285515076020649
1411, 0734, -0.22854108668192544
0434, 1232, -0.22850906717463051
0522, 1614, -0.22850698229812014
0121, 1925, -0.22849700549250732
0612, 0733, -0.2284954911578044
0413, 1611, -0.22848419848972273
0124, 1414, -0.22845568167160052
0311, 1125, -0.2284479861230233
2024, 1125, -0.22840812533195157
0823, 1422, -0.22839899185211246
2411, 0933, -0.22837914274237944
0213, 1614, -0.22835989865292539
1823, 2234, -0.2283321832713032
0814, 0334, -0.22829783517767396
0723, 0221, -0.22826957578702453
0312, 2413, -0.22826745371961182
1633, 0332, -0.22822958448773747
0331, 0421, -0.22820197063115624
0513, 1222, -0.22819880173209414
1634, 1935, -0.22818823415035136
0834, 0432, -0.22818507009984
0834, 1424, -0.22814703747302997
0222, 0935, -0.22814662148816486
0632, 0124, -0.22814603306697395
0623, 2512, -0.22814342377631686
1922, 2531, -0.22812498987344065
0714, 0733, -0.22812392812065854
0433, 2013, -0.22811578986023404
0513, 0913, -0.22808885089267034
1531, 1915, -0.22808602839152395
1011, 2221, -0.22808469035464893
1124, 1224, -0.22808467346090633
0714, 2513, -0.22808400239176135
0623, 0913, -0.22807028011696392
0413, 0811, -0.22804083697034752
2422, 0814, -0.22803848354324288
0815, 1814, -0.22802464312715917
1712, 0631, -0.22800413697519806
1915, 0733, -0.2279850285556657
1115, 1724, -0.2279829713119109
0921, 1214, -0.22798061403619052
0911, 0431, -0.22797974461720139
0111, 1613, -0.2279579458753146
0824, 0511, -0.22795637542207484
0931, 0434, -0.22794612550738533
0915, 1111, -0.22792298604806285
0832, 1524, -0.2279136651032167
1811, 0225, -0.2279069144425518
1011, 0121, -0.22790545309999416
0813, 2514, -0.22790418420454073
2222, 2522, -0.2278426848711249
1621, 2222, -0.22782316704700387
0732, 2233, -0.22780208983944816
1524, 0925, -0.227762210124572
2515, 1214, -0.22774586904674735
1655, 1915, -0.22774265455893822
0111, 1531, -0.22770775297737292
2532, 0323, -0.22769984303880583
1113, 1611, -0.22767386106893225
1913, 2233, -0.22766806937023884
0131, 0812, -0.22764765285533517
1811, 0924, -0.22764232509694282
1523, 1012, -0.22763278526566685
1122, 1414, -0.22760858525946803
1113, 0522, -0.22757306813490474
0312, 0513, -0.2275684382733194
1135, 0334, -0.22755676420884405
1124, 1652, -0.22755087804035445
1135, 0311, -0.2275454494354882
0513, 1933, -0.22754413752694064
0212, 0933, -0.2275398532275202
1623, 1021, -0.22753344007358464
0321, 1125, -0.22752453480900772
1914, 1913, -0.22744395894285893
0222, 2232, -0.2274369585914445
0211, 0914, -0.22742175990697494
1014, 1031, -0.22741649447986556
1811, 0522, -0.22740697484931677
1633, 1125, -0.227403148858139
1131, 1033, -0.22739685746785687
1124, 1023, -0.22735718964805068
0523, 1824, -0.22735073416584528
1231, 1813, -0.2273414539296349
0821, 1413, -0.2273409467078235
1131, 2534, -0.22733785931726214
0612, 0333, -0.2273211166113667
0832, 0213, -0.22731146652821188
0915, 1131, -0.22730598497824867
1832, 1524, -0.22729093650540472
1211, 1524, -0.2272701767874533
0212, 2525, -0.22726884311295936
2524, 2525, 0.22726606573851338
2212, 0732, -0.22725739593159305
1024, 1713, -0.22723507747005248
2522, 2033, -0.22720177380740603
0835, 0112, -0.22718515584888774
0813, 1923, -0.22717684906717645
1034, 2234, -0.22716988691962386
0922, 1121, -0.2271570612716596
1135, 0533, -0.22712814796880146
0833, 0633, -0.22711966540697573
0412, 0513, -0.22711927016405203
0513, 1225, -0.22710255194621948
1831, 2522, -0.2270832281587914
1231, 0323, -0.2270785572971918
1524, 1513, -0.2270746464661246
0834, 1713, -0.22706819750054563
0212, 0412, -0.227065775552083
1033, 0432, -0.22705504233268012
2433, 1935, -0.2270537150597833
1211, 0223, -0.22700207920129176
0614, 0823, -0.22699833376295997
1653, 2515, -0.22699413640448746
0811, 0524, -0.22699347125600336
2535, 2524, -0.22698653080899375
1011, 2211, -0.226981715153024
1811, 0631, -0.22697535184696221
1034, 1621, -0.22697380820519597
0632, 0532, -0.2269464016560325
1732, 0235, -0.2269411128509062
0313, 2211, -0.22694058198096584
1931, 1524, -0.22693014403052453
0934, 0925, -0.2269268089306459
0421, 2525, -0.22689720390377097
0333, 1524, -0.22689697406331943
1832, 0932, -0.22689508883077794
1812, 0232, -0.22686227216949167
0313, 1914, -0.22683199638681859
0914, 2032, -0.2267942558000831
1813, 1224, -0.22679206063529825
0414, 0714, -0.22678121855571623
0915, 0932, -0.22678032071742918
1033, 1712, -0.2267737078038894
0813, 1533, -0.22675257501375018
1922, 2233, -0.22674820146595281
0735, 2232, -0.22672329243496128
0314, 0613, -0.22671024000607323
2022, 0935, -0.22666696299431324
0124, 2521, -0.22666484631634434
0215, 1655, -0.22665653822181867
0825, 1823, -0.22665563040648085
0421, 1915, -0.2266452148642726
1922, 0824, -0.22664442667769646
0121, 0421, -0.22664440079119694
1925, 1125, -0.22662355612951718
0634, 1433, -0.22661612142076093
1013, 0732, -0.22661190525639005
0433, 1412, 0.2265737960703718
0412, 1634, -0.22653737103330893
1911, 1511, -0.22653098827988322
1812, 1511, -0.22652077788265448
2234, 1233, -0.22651295584330294
0122, 0511, -0.22651257615428266
0334, 1634, -0.226509876926544
2213, 2412, -0.22649793812903127
1622, 2513, -0.2264964412534466
1222, 2213, -0.22648654407717309
1231, 1511, -0.2264703786669947
0833, 1632, -0.22645362598675692
2521, 0324, -0.22644496916394793
0232, 1422, -0.22644416223226088
0623, 1012, -0.22644280647612325
1512, 0513, -0.22644250921635453
0931, 0712, -0.22642222844162674
0213, 1012, -0.22641937378631707
0531, 1232, -0.22641754920094811
1522, 1234, -0.2264056474726856
0235, 1021, -0.2264043499016447
0124, 0411, -0.22637669663257864
1235, 1124, -0.22636069001944134
0533, 0613, -0.2263600025679617
2532, 0133, -0.22635446678756105
1911, 1925, -0.22634188667354221
0533, 0734, -0.2263394452765507
0414, 1621, -0.2262946028887908
2024, 2213, -0.22629085505010485
1632, 0131, -0.2262859529686083
0914, 1614, -0.2262765091866142
1011, 0732, -0.2262053616200119
1011, 1533, -0.22619798900062618
0234, 0324, -0.2261867811348574
1132, 0222, -0.2261796433213544
0235, 1915, -0.22616106668423275
1433, 1614, -0.22615116569371757
1433, 2232, -0.22614051298651866
1522, 0611, -0.22612780924238962
1115, 1823, -0.22612175031660314
1223, 1433, -0.22611657066484328
0621, 0813, -0.22608652182535716
0212, 1124, -0.22607617481365663
0324, 2534, -0.22606540153784613
0225, 1021, -0.22604690713868175
0231, 0825, -0.22604548332694535
0524, 0532, -0.22603307942136797
0232, 0332, -0.22601197897717387
0413, 2012, -0.2259813137504389
1914, 1513, -0.22597624358110407
0111, 1131, -0.22596828847402783
2512, 2223, -0.22595584919854092
0914, 1232, -0.22593906149399953
0111, 0732, -0.22591175880606407
1134, 1021, -0.22589016294820233
1813, 0411, -0.2258810109326497
0633, 1611, -0.22586326258516087
0533, 1634, -0.22585140379785723
1652, 1621, 0.2258495870984858
1131, 1012, -0.2258441947329861
0934, 1232, -0.22583863251156924
1911, 1223, -0.2258174976197844
1432, 0114, -0.2257950850073994
0914, 1224, -0.22579084095914356
0724, 0633, -0.2257789563020884
0122, 0623, -0.22576440584086652
0934, 1614, -0.22576225415111933
0921, 0511, -0.22573958113601256
0213, 0131, -0.22573680997063997
1633, 1513, -0.22573105855366418
0311, 0611, -0.22572359851480392
0724, 2424, -0.2257185088912384
0813, 1614, -0.2257094577489712
2012, 0221, -0.22566240511431404
1912, 1821, -0.22565939488724202
1621, 0431, -0.2256207804028257
1013, 1924, -0.2256156480782659
0333, 1925, -0.2256037399378535
0313, 0822, -0.22560372555317781
0733, 1935, -0.22560011917535924
0932, 1233, -0.22559337443181676
0321, 1022, -0.22554907254145354
1414, 0333, -0.22553314296077584
0331, 1925, -0.22552945602609606
1624, 2033, -0.2255183290848003
0513, 1833, -0.22551573047834886
0232, 0835, -0.22550368100022114
1221, 1022, -0.2254992622524769
0911, 0734, -0.22549370506715447
0211, 0424, -0.22549363186070462
2012, 2233, -0.22545967793650132
0332, 0523, -0.22545847725785476
1531, 1414, -0.22545081851588525
0832, 1232, -0.2254382588771885
0922, 0312, -0.22543306182204648
0123, 1711, -0.2254326325725617
1613, 0213, -0.2254032525049404
2422, 1133, -0.2253840303797356
1923, 0123, -0.2253344108700946
1135, 1624, -0.2253239612527064
1621, 0823, -0.2253231451347791
1433, 2033, -0.225309869171268
1221, 1431, -0.2253040927412095
1723, 1113, -0.22530119091698458
1922, 2413, -0.22529457387643814
0232, 0623, -0.2252905991909619
2412, 1012, -0.22528653594145506
2514, 1111, -0.2252614808058827
0133, 1915, -0.225256547342211
1432, 1234, -0.22525144770622949
0331, 1232, -0.2252304658081138
0434, 2432, -0.22519300330749573
1024, 1634, -0.2251621581026931
2423, 1833, -0.22515557317398513
1651, 0631, -0.22511124101329513
0722, 0232, -0.22507467565064024
1932, 1111, -0.22506828747969568
2011, 2513, -0.22505666469096014
1831, 1133, -0.22504452635491082
1624, 2534, -0.22503712081382246
1634, 0532, -0.22503613573098274
1421, 0113, -0.2250229329856606
0715, 2533, -0.22501632939197147
1732, 0634, -0.22500753850173122
2234, 2534, -0.22498910153488977
1931, 2423, -0.22496095713826958
0513, 0624, -0.22495355078371085
1923, 1531, -0.22491710787595637
1733, 0935, -0.22491428292329613
0732, 2232, -0.22491196767700847
1733, 0523, -0.2248854199039828
1811, 2423, -0.22480813379248987
0433, 0924, -0.22479402052852537
0232, 2431, -0.22477743019834182
0834, 1923, -0.22476450695155548
2431, 1421, -0.2247628923191066
1121, 0124, -0.22475172271013907
2024, 1022, -0.22474632001991968
1235, 2532, -0.22474555982457198
0422, 0234, -0.22471964722625398
1925, 1913, -0.22471706795080157
1923, 0221, -0.22471413469751195
1633, 1913, -0.22470093460576235
0725, 0224, -0.22469669899830785
0434, 1224, -0.2246869413760345
1032, 2523, -0.22468040056542096
1653, 0312, -0.22466862541900573
1523, 0925, -0.22458841323531106
1733, 1813, -0.22455081785916203
1112, 1632, 0.22455055842732016
1432, 1612, -0.2245485259715909
2433, 2523, -0.22454603687612126
0825, 0431, -0.2245440011268224
1212, 1834, 0.2245424050770334
2424, 0322, -0.2245423589372438
0513, 0611, -0.22453213727557092
1651, 1232, -0.22452684713315968
0531, 2532, -0.2245249002116846
1112, 0322, -0.2245066898395765
1651, 2533, -0.22450061025142143
2533, 0925, -0.22448631010042
0212, 2223, -0.22443920688516555
2022, 0823, -0.2244336894488542
1032, 1431, -0.22441703090646184
0321, 0634, -0.2244073941791005
0621, 1923, -0.22440681015513886
1923, 0633, -0.2244028291467615
0822, 0324, -0.22440087319450536
1922, 0112, -0.22439370968940509
0511, 1914, -0.22438170296258958
2031, 1235, -0.22436365989236098
1831, 1611, -0.22436120024285436
1834, 0124, -0.22434315543805147
0613, 0123, -0.22434125128783777
0913, 1634, -0.22433874807279877
0633, 0725, -0.22432103964309807
0215, 1823, -0.22432028607082838
2431, 1524, -0.22430601164299813
0621, 1933, -0.22430583937844958
0835, 0713, -0.22425730577348654
0834, 0113, -0.22425647813947877
0423, 1531, -0.224247511038145
0223, 0532, -0.22424248996243762
0132, 2234, -0.22423003957427087
1723, 0411, -0.2242009575644673
1931, 1135, -0.22412912763615472
1633, 1214, -0.22412744175070762
0922, 1924, -0.22410653549443202
1834, 0935, 0.22409283994635326
0434, 0733, -0.2240861839650075
0632, 1523, -0.2240751036582582
0424, 0224, -0.22405189917816426
0131, 1225, -0.224010900628491
1523, 1651, -0.2240104298135024
1831, 2033, -0.22399752761885927
0434, 1913, -0.22398827256930845
0833, 0823, -0.22398516395085058
2411, 1824, -0.22396241997379204
1651, 0421, -0.22395516489580874
1125, 2233, -0.22395283153034085
2211, 0933, -0.2239496713470022
1731, 1421, -0.2239337559304765
0233, 1652, 0.22392068324105224
0432, 1821, 0.22388196403068414
1032, 2413, -0.22387376432903647
0233, 1821, 0.22385536874010936
0432, 0822, -0.2238333599471975
2024, 1922, -0.22383118673264946
2213, 0311, -0.22381564758466407
0623, 2432, -0.2238137840075421
1124, 2534, -0.22377193111765184
0922, 0823, -0.22373557483909756
2515, 0631, -0.2237260833640733
1623, 1225, -0.22369680063407346
1732, 1932, -0.22368845488198782
1122, 1224, -0.22368544693632425
0924, 1935, -0.22367595294733342
1432, 0512, -0.22366981289428808
1433, 0512, -0.2236569990173467
1931, 1925, -0.22363782560938159
1512, 0522, -0.22362929382459387
0314, 0924, -0.22360565472746932
0825, 1224, -0.22360186781147662
1432, 2213, -0.22359849513122024
0833, 1712, -0.22359304751577974
0215, 2521, -0.22359128703404185
0623, 2213, -0.22358786984692086
0322, 2033, -0.22357604077368723
2532, 1631, -0.2235706809456743
0314, 0421, -0.22355983804540475
0111, 1014, -0.22355639697362506
0232, 1431, -0.2235534785864172
1811, 1624, -0.2235258509653301
1831, 1655, -0.2234992178374967
2033, 1614, -0.223483863436557
0112, 1915, -0.2234807263445834
0722, 0821, -0.22347499172713922
1121, 2233, -0.22347249145716402
1922, 0221, -0.22347167141829227
0632, 0333, -0.2234674246542809
0621, 1723, -0.22344577269006996
0612, 2033, -0.22341531694366645
0522, 2525, -0.22340936596355937
1022, 1925, -0.2234004872010678
0632, 1221, -0.22339356282829398
0321, 0332, -0.22338855090777746
1733, 0213, -0.22338764040990497
1932, 0123, -0.22335244489729794
1135, 0921, -0.22335026469944116
1121, 1524, -0.22332852034519263
1911, 0323, -0.22330118393401027
2535, 1125, -0.22326559188790893
1134, 1434, -0.2232503871760067
2013, 1822, -0.22324224200712256
0734, 0131, -0.22320550877875145
2423, 0925, -0.2232035265817212
0212, 2232, -0.22319512309166956
1832, 1624, -0.22318405222590393
1221, 1121, -0.22317864910136662
0422, 1022, -0.22314382136181446
0922, 1923, -0.22314024203996718
1622, 1915, -0.2231332801083816
1135, 1833, -0.2231157065253747
0414, 2221, -0.2231102875202231
0523, 2533, -0.22311026456151833
2013, 1914, 0.22309928676265967
0513, 0832, -0.2230789960358173
0312, 1935, -0.2230747907148127
1624, 1631, -0.22306873476230468
0321, 1223, -0.2230477833970399
1111, 2232, -0.22303369517914431
2413, 0812, -0.22302904033889423
0523, 2213, -0.22300096445483877
0831, 2232, -0.22300020408915908
1114, 1652, 0.22297769549771784
1911, 1914, -0.22296930623963437
1834, 1133, -0.222860251052902
1124, 2232, -0.22284720312070153
1222, 1031, -0.2228445332130831
1032, 1233, -0.22283576253056034
0825, 1023, -0.2228261756444098
0111, 1831, 0.2228138907368905
0231, 0513, -0.22279302135925053
1732, 0225, -0.2227869279003976
1231, 1033, -0.2227614660576262
0813, 1831, -0.22275346960842896
2222, 2033, -0.22275207570807504
1632, 0735, -0.22273956935640993
2011, 2525, -0.2226754228424236
1223, 1611, -0.22256504734703395
0513, 0533, -0.2225593569644347
1833, 1125, -0.222527115453085
0412, 1124, -0.22252277391286956
0723, 0133, -0.22252006346367215
2433, 2533, -0.22251893194687286
0813, 1935, -0.22251512789095226
0825, 1623, -0.22250534700807112
1011, 1911, -0.2225012881590454
2422, 1233, -0.22249661988485095
2211, 1913, -0.22248828646402247
0831, 1434, -0.22248126665107926
0412, 1113, -0.22246368276308393
1924, 1131, -0.2224595138014742
1411, 0123, -0.2224401803257918
0735, 0414, -0.222435129435236
2525, 1822, -0.22241013208516017
1612, 0925, -0.22240790910458036
1811, 0823, -0.22238323516954667
0932, 0423, -0.2223813799854667
1235, 1612, -0.2223637209254827
0531, 1022, -0.22236154279083367
2535, 1922, -0.22234793378253268
1653, 0414, -0.22233612284472182
1031, 1611, -0.22231513451438026
0914, 1233, -0.22230230522268218
2521, 1213, -0.2222674828560646
0221, 2234, -0.22226443940972476
1031, 2534, -0.2222310107117754
1722, 2525, -0.2222253855936334
1923, 0421, -0.22221474875860492
0711, 1614, -0.222213373841691
0815, 1813, -0.22220733639549092
0511, 2533, -0.22220189307097027
0835, 1033, -0.2221891691374761
0832, 0522, -0.22218542299688435
0811, 1235, -0.22215294031092742
1653, 0724, -0.22214871340465847
1122, 2523, -0.22212939155615516
0931, 1713, -0.22211976654997925
1512, 2023, -0.2221092628501768
1812, 1224, -0.22208595804399928
0931, 0524, -0.22208374643639714
0215, 1034, -0.2220434065284349
1434, 2424, -0.22202559447681514
0724, 1031, -0.22200781852895954
0712, 1834, -0.2219930957648085
0922, 1225, -0.22198091784427146
2023, 2213, -0.22196836978580503
1812, 0715, -0.22195489018252057
1632, 0732, -0.22195385324274858
1215, 0233, -0.2219419591860146
0223, 0714, -0.2219398765743191
1532, 1024, -0.2219279784809638
1911, 0924, -0.22191700482385673
1911, 2221, -0.2219078491774853
1121, 2413, -0.22189820947574412
0731, 0421, -0.2218904091625178
0731, 0823, -0.22188004626315977
1123, 1834, 0.22187489265353338
2423, 1913, -0.22185802343780808
0312, 1724, -0.22185543776447797
1934, 1232, -0.22185372533918662
2424, 0611, -0.22183726004653834
0833, 1023, -0.22178681681830315
1732, 1223, -0.22177967049528574
1222, 2523, -0.22175975520149294
0722, 0113, -0.221742709068369
1432, 0133, -0.22173775273691587
0632, 2233, -0.2217158788995878
0612, 1654, -0.22169833945655298
0915, 1223, -0.2216877561335955
1411, 0223, -0.2216851548205249
2032, 0434, 0.22168260447772561
1211, 2433, -0.2216763760897419
2024, 0825, -0.22165407115918156
0915, 1621, -0.22165234783351134
2031, 1913, -0.22163320008425375
1121, 0833, -0.22158941820195985
1733, 0731, -0.22158441361399123
1622, 2534, -0.22157996462208632
1622, 0723, -0.2215404941386969
1622, 2424, -0.22149744193775006
0225, 0814, -0.22149355874764223
1411, 1223, -0.22149327497162646
0211, 1522, -0.22148922516571687
0714, 1133, -0.2214795554493127
0831, 1925, -0.22147107428447524
1832, 2424, -0.2214566674109739
0613, 1925, -0.2214522456608068
2431, 2234, -0.22145200718777175
0113, 0512, -0.2214344361510695
1933, 1214, -0.22143013114101848
0632, 1824, -0.22142251374606756
0511, 0512, -0.22141552324117314
1031, 1925, -0.22139815420138956
0524, 0523, -0.2213934426738308
0412, 1433, -0.22139178095297676
1924, 1634, -0.22138369238941757
0811, 1113, -0.22134568257189902
1923, 2233, -0.22134007712063317
2433, 1921, -0.22133833921007842
0412, 2212, -0.22133564983351467
0212, 0633, -0.22133115524833688
